Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17202-44791,RB,Bronson,,Hill,0,0,4500,MIN@JAC,JAC,MIN,,
17202-22292,RB,Lance,,Dunbar,2.275000095,8,4500,DAL@NYG,DAL,NYG,,
17202-33571,RB,George,,Atkinson III,0,7,4500,CIN@CLE,CLE,CIN,,
17202-7975,RB,Mike,,Tolbert,1.275000016,12,4500,SD@CAR,CAR,SD,,
17202-15178,RB,Chase,,Reynolds,0,1,4500,ATL@LA,LA,ATL,,
17202-44893,RB,Roosevelt,,Nix,0.866666635,3,4500,PIT@BUF,PIT,BUF,,
17202-29540,RB,Terron,,Ward,3.03333346,3,4500,ATL@LA,ATL,LA,,
17202-70501,RB,C.J.,,Ham,0,0,4500,MIN@JAC,MIN,JAC,,
17202-28545,RB,Rod,,Smith,0.449999988,2,4500,DAL@NYG,DAL,NYG,,
17202-40843,RB,Alex,,Collins,2.033333302,6,4500,SEA@GB,SEA,GB,,
17202-40857,RB,Peyton,,Barber,3.962500095,8,4500,NO@TB,TB,NO,,
17202-33691,RB,Orleans,,Darkwa,6.324999809,4,4500,DAL@NYG,NYG,DAL,IR,Lower leg
17202-14245,RB,Shane,,Vereen,9.400000254,3,4500,DAL@NYG,NYG,DAL,IR,Triceps
17202-34729,RB,Dwayne,,Washington,3.462500095,8,4500,CHI@DET,DET,CHI,Q,Ankle
17202-30635,RB,Mike,,Davis,1.857142857,7,4500,NYJ@SF,SF,NYJ,,
17202-29624,RB,Tre,,Madden,0,0,4500,SEA@GB,SEA,GB,IR,Undisclosed
17202-29625,RB,George,,Farmer,0.5,2,4500,SEA@GB,SEA,GB,,
17202-43961,RB,Tyler,,Ervin,-0.040000001,10,4500,HOU@IND,HOU,IND,Q,Chest
17202-14266,RB,Daniel,,Thomas,0,0,4500,ARI@MIA,MIA,ARI,,
17202-14268,RB,Stevan,,Ridley,0.699999988,1,4500,ATL@LA,ATL,LA,,
17202-43973,RB,Keith,,Smith,1,4,4500,DAL@NYG,DAL,NYG,,
17202-25554,RB,Nikita,,Whitlock,0,14,4500,DAL@NYG,NYG,DAL,O,Suspension
17202-29655,RB,Soma,,Vainuku,0,0,4500,HOU@IND,HOU,IND,,
17202-31703,RB,Malcolm,,Johnson,1.019999981,5,4500,SEA@GB,SEA,GB,,
17202-30684,RB,Brandon,,Wilds,0,0,4500,NYJ@SF,NYJ,SF,,
17202-72676,RB,Troymaine,,Pope,1.399999936,3,4500,SEA@GB,SEA,GB,,
17202-29672,RB,Silas,,Redd Jr.,0,0,4500,WAS@PHI,WAS,PHI,O,Suspension
17202-30298,TE,Jordan,,Reed,13.61111111,9,7500,WAS@PHI,WAS,PHI,Q,Shoulder - ac joint
17202-33557,TE,Tyler,,Eifert,10.53333346,6,6700,CIN@CLE,CIN,CLE,,
17202-11512,TE,Jimmy,,Graham,10.94999949,12,6600,SEA@GB,SEA,GB,,
17202-6914,TE,Greg,,Olsen,11.04166667,12,6400,SD@CAR,CAR,SD,,
17202-6863,TE,Delanie,,Walker,11.5,11,6200,DEN@TEN,TEN,DEN,,
17202-25272,TE,Eric,,Ebron,8.944444444,9,6000,CHI@DET,DET,CHI,,
17202-22047,TE,Ladarius,,Green,8.050000191,4,5800,PIT@BUF,PIT,BUF,,
17202-29780,TE,Zach,,Ertz,8.069999695,10,5700,WAS@PHI,PHI,WAS,,
17202-54782,TE,Cameron,,Brate,9.358333588,12,5600,NO@TB,TB,NO,,
17202-40845,TE,Hunter,,Henry,8,10,5500,SD@CAR,SD,CAR,,
17202-14237,TE,Kyle,,Rudolph,9.025000254,12,5500,MIN@JAC,MIN,JAC,,
17202-21971,TE,Coby,,Fleener,8.325000127,12,5300,NO@TB,NO,TB,,
17202-7965,TE,Antonio,,Gates,8.633332994,9,5200,SD@CAR,SD,CAR,,
17202-27908,TE,C.J.,,Fiedorowicz,7.316666921,12,5100,HOU@IND,HOU,IND,,
17202-6641,TE,Jason,,Witten,7.775000254,12,5100,DAL@NYG,DAL,NYG,,
17202-14317,TE,Julius,,Thomas,7.455555386,9,5100,MIN@JAC,JAC,MIN,Q,Back
17202-29725,TE,Levine,,Toilolo,3.911111196,9,4800,ATL@LA,ATL,LA,,
17202-22004,TE,Dwayne,,Allen,7.880000305,10,4800,HOU@IND,IND,HOU,,
17202-7761,TE,Jared,,Cook,5.066666603,6,4800,SEA@GB,GB,SEA,,
17202-6870,TE,Vernon,,Davis,7.245454268,11,4800,WAS@PHI,WAS,PHI,,
17202-14240,TE,Lance,,Kendricks,6.233333588,12,4800,ATL@LA,LA,ATL,,
17202-40126,TE,Austin,,Hooper,5.133333418,9,4700,ATL@LA,ATL,LA,,
17202-32045,TE,Vance,,McDonald,7.509999847,10,4700,NYJ@SF,SF,NYJ,,
17202-16923,TE,Austin,,Seferian-Jenkins,3.316666603,6,4600,NYJ@SF,NYJ,SF,,
17202-6742,TE,Brent,,Celek,2.366666635,6,4600,WAS@PHI,PHI,WAS,,
17202-14355,TE,Niles,,Paul,1.850000024,2,4500,WAS@PHI,WAS,PHI,IR,Shoulder
17202-28694,TE,Jesse,,James,5.066666603,12,4500,PIT@BUF,PIT,BUF,,
17202-27672,TE,Matt,,LaCosse,3.700000048,1,4500,DAL@NYG,NYG,DAL,IR,Knee
17202-14362,TE,Charles,,Clay,4.572727203,11,4500,PIT@BUF,BUF,PIT,,
17202-32807,TE,Anthony,,Denham,0,0,4500,WAS@PHI,PHI,WAS,,
17202-62505,TE,MyCole,,Pruitt,1.200000048,1,4500,MIN@JAC,MIN,JAC,,
17202-62515,TE,Neal,,Sterling,3.633333206,3,4500,MIN@JAC,JAC,MIN,Q,Hip
17202-14394,TE,Virgil,,Green,4.300000054,7,4500,DEN@TEN,DEN,TEN,,
17202-48224,TE,Wes,,Saxton,0,1,4500,WAS@PHI,WAS,PHI,,
17202-24720,TE,Braxton,,Deaver,0,0,4500,SD@CAR,CAR,SD,,
17202-25751,TE,Chris,,Pantale,0,0,4500,WAS@PHI,PHI,WAS,,
17202-62617,TE,Khari,,Lee,0,1,4500,CHI@DET,DET,CHI,,
17202-29854,TE,Kevin,,McDermott,0,16,4500,MIN@JAC,MIN,JAC,,
17202-11431,TE,Jermaine,,Gresham,4.325000127,12,4500,ARI@MIA,ARI,MIA,,
17202-32957,TE,Eric,,Tomlinson,0,0,4500,NYJ@SF,NYJ,SF,,
17202-62668,TE,John,,Peters,0,0,4500,CIN@CLE,CIN,CLE,,
17202-57556,TE,Jerome,,Cunningham,1.649999936,6,4500,DEN@TEN,TEN,DEN,,
17202-11488,TE,Ed,,Dickson,2.637500048,8,4500,SD@CAR,CAR,SD,,
17202-7394,TE,Brandon,,Pettigrew,2.314285823,7,4500,CHI@DET,DET,CHI,O,Knee - acl
17202-22754,TE,Garrett,,Celek,4.666666667,9,4500,NYJ@SF,SF,NYJ,,
17202-25827,TE,Asante,,Cleveland,0.600000024,1,4500,SD@CAR,SD,CAR,Q,Concussion
17202-24817,TE,Nick,,O'Leary,2.025000095,8,4500,PIT@BUF,BUF,PIT,,
17202-39153,TE,Ifeanyi,,Momah,2,3,4500,ARI@MIA,ARI,MIA,IR,Wrist
17202-11511,TE,Tony,,Moeaki,4.433333397,3,4500,CHI@DET,CHI,DET,,
17202-43260,TE,Darion,,Griswold,0,0,4500,HOU@IND,IND,HOU,,
17202-62718,TE,Daniel,,Brown,6.099999905,2,4500,CHI@DET,CHI,DET,,
17202-32000,TE,Luke,,Willson,1.614285742,7,4500,SEA@GB,SEA,GB,Q,Knee
17202-27918,TE,Henry,,Krieger-Coble,0,0,4500,DEN@TEN,DEN,TEN,,
17202-24847,TE,Will,,Tye,4.21666654,12,4500,DAL@NYG,NYG,DAL,,
17202-11538,TE,Garrett,,Graham,1.571428571,7,4500,DEN@TEN,DEN,TEN,,
17202-6422,TE,Gary,,Barnidge,6.233333588,12,4500,CIN@CLE,CLE,CIN,Q,Knee
17202-11543,TE,Clay,,Harbor,1.700000048,2,4500,CHI@DET,DET,CHI,,
17202-34073,TE,Ryan,,Griffin,5.116666794,12,4500,HOU@IND,HOU,IND,,
17202-11556,TE,Michael,,Hoomanawanui,2.910000038,10,4500,NO@TB,NO,TB,IR,Lower leg
17202-11562,TE,Andrew,,Quarless,1.699999968,3,4500,CHI@DET,DET,CHI,,
17202-22849,TE,Cory,,Harkey,0.849999984,6,4500,ATL@LA,LA,ATL,,
17202-48482,TE,David,,Morgan,0,0,4500,MIN@JAC,MIN,JAC,,
17202-11648,TE,Jim,,Dray,1.011111153,9,4500,PIT@BUF,BUF,PIT,,
17202-22920,TE,Derek,,Carrier,1,2,4500,WAS@PHI,WAS,PHI,,
17202-39305,TE,A.J.,,Derby,2.575000048,4,4500,DEN@TEN,DEN,TEN,,
17202-38301,TE,Darren,,Fells,2.449999968,6,4500,ARI@MIA,ARI,MIA,,
17202-45472,TE,Garrett,,Griffin,0,0,4500,NO@TB,NO,TB,,
17202-54694,TE,Justin,,Perillo,1.375,4,4500,CHI@DET,CHI,DET,,
17202-6567,TE,David,,Johnson,1.225000024,8,4500,PIT@BUF,PIT,BUF,,
17202-26038,TE,Tyler,,Kroft,2.366666635,6,4500,CIN@CLE,CIN,CLE,,
17202-33218,TE,Bryce,,Williams,0,0,4500,ATL@LA,LA,ATL,,
17202-6595,TE,Matt,,Spaeth,0.666666667,3,4500,PIT@BUF,PIT,BUF,,
17202-54742,TE,Scott,,Simonson,1.5,1,4500,SD@CAR,CAR,SD,,
17202-23003,TE,Phillip,,Supernaw,2.049999952,4,4500,DEN@TEN,TEN,DEN,Q,Concussion
17202-15838,TE,Erik,,Swoope,3.833333333,6,4500,HOU@IND,IND,HOU,,
17202-28126,TE,Paul,,Lang,0,0,4500,PIT@BUF,PIT,BUF,,
17202-31207,TE,C.J.,,Uzomah,4.633333206,6,4500,CIN@CLE,CIN,CLE,Q,Calf
17202-28144,TE,Dion,,Sims,3.955555386,9,4500,ARI@MIA,MIA,ARI,,
17202-39411,TE,Gavin,,Escobar,4.900000095,2,4500,DAL@NYG,DAL,NYG,,
17202-11766,TE,Jeff,,Cumberland,1.45714283,7,4500,SD@CAR,SD,CAR,IR,Achilles
17202-6664,TE,Jacob,,Tamme,6.25,8,4500,ATL@LA,ATL,LA,IR,Shoulder
17202-23055,TE,Brandon,,Bostick,1.066666683,6,4500,NYJ@SF,NYJ,SF,,
17202-6672,TE,Marcedes,,Lewis,3.290000153,10,4500,MIN@JAC,JAC,MIN,IR,Calf
17202-7706,TE,Chase,,Coffman,8.550000191,2,4500,HOU@IND,IND,HOU,,
17202-22051,TE,Orson,,Charles,0,0,4500,CHI@DET,DET,CHI,,
17202-22065,TE,Rhett,,Ellison,2.257142884,7,4500,MIN@JAC,MIN,JAC,,
17202-32309,TE,M.J.,,McFarland,0,0,4500,WAS@PHI,PHI,WAS,,
17202-39492,TE,Josh,,Hill,3.549999952,8,4500,NO@TB,NO,TB,O,Leg
17202-72262,TE,Nick,,Truesdell,0,0,4500,HOU@IND,IND,HOU,,
17202-18009,TE,Chris,,Manhertz,0,0,4500,SD@CAR,CAR,SD,,
17202-30297,TE,Trey,,Burton,3.879999924,10,4500,WAS@PHI,PHI,WAS,,
17202-29277,TE,Stephen,,Anderson,2.800000054,7,4500,HOU@IND,HOU,IND,,
17202-22123,TE,James,,Hanna,1.549999952,8,4500,DAL@NYG,DAL,NYG,NA,Knee
17202-7801,TE,Brandon,,Myers,2.149999936,6,4500,NO@TB,TB,NO,,
17202-6778,TE,Anthony,,Fasano,2.549999952,8,4500,DEN@TEN,TEN,DEN,,
17202-38523,TE,Geoff,,Swaim,1.649999936,6,4500,DAL@NYG,DAL,NYG,IR,Pectoral
17202-29314,TE,Richard,,Rodgers,3.672727411,11,4500,SEA@GB,GB,SEA,,
17202-21123,TE,Larry,,Donnell,3.450000127,6,4500,DAL@NYG,NYG,DAL,,
17202-33418,TE,Alan,,Cross,1.76666673,6,4500,NO@TB,TB,NO,,
17202-28311,TE,MarQueis,,Gray,2.933333397,6,4500,ARI@MIA,MIA,ARI,,
17202-6823,TE,John,,Phillips,3.25,4,4500,NO@TB,NO,TB,,
17202-46767,TE,Je'Ron,,Hamm,0,1,4500,NYJ@SF,SF,NYJ,,
17202-70335,TE,Seth,,DeValve,4.175000191,4,4500,CIN@CLE,CLE,CIN,,
17202-39615,TE,Brandon,,Williams,2.099999905,1,4500,SEA@GB,SEA,GB,,
17202-70342,TE,Temarrick,,Hemingway,0,0,4500,ATL@LA,LA,ATL,,
17202-22220,TE,Sean,,McGrath,1.166666667,3,4500,SD@CAR,SD,CAR,,
17202-33488,TE,Troy,,Niklas,0.25,2,4500,ARI@MIA,ARI,MIA,IR,Wrist
17202-22244,TE,Beau,,Brinkley,0,16,4500,DEN@TEN,TEN,DEN,,
17202-70373,TE,Mike,,Miller,0,0,4500,HOU@IND,IND,HOU,,
17202-7918,TE,Matthew,,Mulligan,0.699999988,1,4500,CHI@DET,DET,CHI,,
17202-45809,TE,Kivon,,Cartwright,0,0,4500,NO@TB,TB,NO,,
17202-33531,TE,Ben,,Koyack,3.160000038,5,4500,MIN@JAC,JAC,MIN,,
17202-38651,TE,Beau,,Sandland,0,0,4500,SEA@GB,GB,SEA,,
17202-39678,TE,E.J.,,Bibbs,0.600000024,2,4500,MIN@JAC,JAC,MIN,,
17202-47870,TE,Tyler,,Higbee,1.149999976,8,4500,ATL@LA,LA,ATL,,
17202-27403,TE,Blake,,Bell,0.5,4,4500,NYJ@SF,SF,NYJ,,
17202-25356,TE,Benson,,Browne,0,0,4500,ATL@LA,LA,ATL,,
17202-28437,TE,Danny,,Vitale,0.100000001,1,4500,CIN@CLE,CLE,CIN,,
17202-70423,TE,Anthony,,Norris,0,0,4500,DEN@TEN,DEN,TEN,,
17202-12055,TE,Logan,,Paulsen,0.428571429,7,4500,CHI@DET,CHI,DET,,
17202-29477,TE,Connor,,Hamlett,8.199999809,1,4500,CIN@CLE,CLE,CIN,,
17202-26411,TE,Ryan,,Malleck,0,0,4500,DAL@NYG,NYG,DAL,,
17202-70457,TE,Cole,,Wick,0.933333317,3,4500,CHI@DET,DET,CHI,IR,Knee
17202-28487,TE,Jeff,,Heuerman,1.933333397,3,4500,DEN@TEN,DEN,TEN,,
17202-70489,TE,Ben,,Braunecker,1.600000024,2,4500,CHI@DET,CHI,DET,,
17202-7001,TE,Kellen,,Davis,0,1,4500,NYJ@SF,NYJ,SF,IR,Elbow
17202-30598,TE,Busta,,Anderson,0,0,4500,CHI@DET,CHI,DET,,
17202-23435,TE,Andrew,,DePaola,0,16,4500,NO@TB,TB,NO,,
17202-29583,TE,Randall,,Telfer,0.066666668,3,4500,CIN@CLE,CLE,CIN,Q,Thumb
17202-28562,TE,Jake,,Stoneburner,6.400000254,3,4500,NO@TB,NO,TB,,
17202-29592,TE,Xavier,,Grimble,2.971428462,7,4500,PIT@BUF,PIT,BUF,,
17202-28570,TE,Nick,,Vannett,1.566666603,3,4500,SEA@GB,SEA,GB,,
17202-22433,TE,Dominique,,Jones,3.120000076,5,4500,ARI@MIA,MIA,ARI,,
17202-32674,TE,Jace,,Amaro,7.400000095,1,4500,DEN@TEN,TEN,DEN,,
17202-39859,TE,Jack,,Doyle,7.299999873,12,4500,HOU@IND,IND,HOU,,
17202-30654,TE,Jerell,,Adams,3.23333327,6,4500,DAL@NYG,NYG,DAL,,
17202-14274,TE,Rob,,Housler,1.060000038,5,4500,CHI@DET,CHI,DET,,
17202-30667,TE,Justice,,Cunningham,0,2,4500,ATL@LA,LA,ATL,,
17202-40913,TE,Thomas,,Duarte,0,0,4500,ARI@MIA,MIA,ARI,,
17202-14292,TE,Jordan,,Cameron,5.333333333,3,4500,ARI@MIA,MIA,ARI,IR,Concussion
17202-14304,TE,Luke,,Stocker,1.399999936,3,4500,NO@TB,TB,NO,Q,Ankle
17202-32384,WR,Mike,,Evans,17.31666692,12,8900,NO@TB,TB,NO,,
17202-11612,WR,Antonio,,Brown,18.00833384,12,8800,PIT@BUF,PIT,BUF,,
17202-31360,WR,Odell,,Beckham Jr.,15.41666667,12,8500,DAL@NYG,NYG,DAL,,
17202-14190,WR,Julio,,Jones,15.94166692,12,8300,ATL@LA,ATL,LA,Q,Toe
17202-11435,WR,Dez,,Bryant,13.10000017,9,7800,DAL@NYG,DAL,NYG,,
17202-22031,WR,T.Y.,,Hilton,14.44166692,12,7600,HOU@IND,IND,HOU,,
17202-14187,WR,A.J.,,Green,15.33999939,10,7500,CIN@CLE,CIN,CLE,O,Hamstring
17202-6759,WR,Brandon,,Marshall,9.633333206,12,7200,NYJ@SF,NYJ,SF,,
17202-16606,WR,DeAndre,,Hopkins,9.983333588,12,7100,HOU@IND,HOU,IND,,
17202-6893,WR,Jordy,,Nelson,14.97499975,12,7100,SEA@GB,GB,SEA,,
17202-14626,WR,Doug,,Baldwin,12.61666616,12,7000,SEA@GB,SEA,GB,,
17202-11432,WR,Demaryius,,Thomas,11.74166616,12,6900,DEN@TEN,DEN,TEN,,
17202-6535,WR,Kenny,,Britt,11.79166667,12,6900,ATL@LA,LA,ATL,,
17202-62535,WR,Tyrell,,Williams,12.18333308,12,6800,SD@CAR,SD,CAR,,
17202-24929,WR,Kelvin,,Benjamin,10.69999949,12,6800,SD@CAR,CAR,SD,,
17202-6883,WR,Larry,,Fitzgerald,13.54166667,12,6800,ARI@MIA,ARI,MIA,,
17202-33260,WR,DeVante,,Parker,8.936363914,11,6700,ARI@MIA,MIA,ARI,,
17202-15212,WR,Terrelle,,Pryor Sr.,12.68666712,12,6700,CIN@CLE,CLE,CIN,,
17202-25079,WR,Stefon,,Diggs,13.11000061,10,6600,MIN@JAC,MIN,JAC,,
17202-28573,WR,Michael,,Thomas,12.96666718,12,6600,NO@TB,NO,TB,,
17202-28643,WR,Allen,,Robinson,10.68333308,12,6600,MIN@JAC,JAC,MIN,,
17202-24755,WR,Jamison,,Crowder,12.79166667,12,6400,WAS@PHI,WAS,PHI,,
17202-45889,WR,Davante,,Adams,12.90000025,12,6400,SEA@GB,GB,SEA,,
17202-31561,WR,Donte,,Moncrief,11.08571407,7,6400,HOU@IND,IND,HOU,,
17202-11485,WR,Golden,,Tate,10.54166667,12,6300,CHI@DET,DET,CHI,,
17202-22288,WR,Cole,,Beasley,10.64166641,12,6300,DAL@NYG,DAL,NYG,,
17202-29501,WR,Brandin,,Cooks,13.53636308,11,6300,NO@TB,NO,TB,,
17202-22163,WR,Rishard,,Matthews,11.07499949,12,6200,DEN@TEN,TEN,DEN,,
17202-44449,WR,Willie,,Snead,10.87272713,11,6100,NO@TB,NO,TB,,
17202-31394,WR,Jarvis,,Landry,11.09999975,12,6100,ARI@MIA,MIA,ARI,,
17202-24641,WR,Sammy,,Watkins,6.025000095,4,6000,PIT@BUF,BUF,PIT,,
17202-39716,WR,Adam,,Thielen,9.066666921,12,6000,MIN@JAC,MIN,JAC,,
17202-14257,WR,Randall,,Cobb,10.31818182,11,6000,SEA@GB,GB,SEA,,
17202-30837,WR,Jordan,,Matthews,10.46363622,11,5900,WAS@PHI,PHI,WAS,Q,Ankle
17202-11505,WR,Emmanuel,,Sanders,11.84999975,12,5900,DEN@TEN,DEN,TEN,,
17202-22103,WR,Marvin,,Jones Jr.,10.75454573,11,5900,CHI@DET,DET,CHI,Q,Thigh
17202-11495,WR,Brandon,,LaFell,8.791666667,12,5800,CIN@CLE,CIN,CLE,,
17202-6739,WR,DeSean,,Jackson,9.263636502,11,5800,WAS@PHI,WAS,PHI,,
17202-40669,WR,Tyler,,Boyd,6.083333333,12,5700,CIN@CLE,CIN,CLE,,
17202-22018,WR,Mohamed,,Sanu,7.924999873,12,5600,ATL@LA,ATL,LA,Q,Groin
17202-31732,WR,Corey,,Coleman,9.799999873,6,5600,CIN@CLE,CLE,CIN,,
17202-14645,WR,Dontrelle,,Inman,7.96666654,12,5500,SD@CAR,SD,CAR,,
17202-27477,WR,Sterling,,Shepard,9.325000127,12,5500,DAL@NYG,NYG,DAL,,
17202-42028,WR,Will,,Fuller V,8.630000305,10,5400,HOU@IND,HOU,IND,,
17202-62538,WR,Cameron,,Meredith,7.919999695,10,5400,CHI@DET,CHI,DET,,
17202-30108,WR,Marquess,,Wilson,8.833333333,3,5400,CHI@DET,CHI,DET,Q,Groin
17202-54753,WR,Taylor,,Gabriel,10.03333367,9,5400,ATL@LA,ATL,LA,,
17202-32243,WR,Marquise,,Goodwin,6.640000153,10,5400,PIT@BUF,BUF,PIT,,
17202-6774,WR,Pierre,,Garcon,9.40833346,12,5400,WAS@PHI,WAS,PHI,,
17202-29593,WR,Marqise,,Lee,8.291666667,12,5400,MIN@JAC,JAC,MIN,,
17202-30775,WR,Justin,,Hunter,5.557143075,7,5300,PIT@BUF,BUF,PIT,,
17202-47523,WR,Tajae,,Sharpe,6.375,12,5300,DEN@TEN,TEN,DEN,,
17202-27457,WR,Kenny,,Stills,7.84166654,12,5300,ARI@MIA,MIA,ARI,,
17202-54606,WR,John,,Brown,5.672727411,11,5200,ARI@MIA,ARI,MIA,,
17202-6479,WR,Anquan,,Boldin,8.766666412,12,5200,CHI@DET,DET,CHI,,
17202-14349,WR,Jeremy,,Kerley,7.008333206,12,5100,NYJ@SF,SF,NYJ,,
17202-27050,WR,Tyler,,Lockett,5.724999746,12,5100,SEA@GB,SEA,GB,,
17202-22035,WR,Travis,,Benjamin,7.954545455,11,5100,SD@CAR,SD,CAR,,
17202-33244,WR,Eli,,Rogers,6.933333503,9,5000,PIT@BUF,PIT,BUF,,
17202-6768,WR,Eddie,,Royal,7.933333503,9,5000,CHI@DET,CHI,DET,Q,Toe
17202-29685,WR,Robert,,Woods,8.544444614,9,5000,PIT@BUF,BUF,PIT,Q,Knee
17202-30733,WR,Cordarrelle,,Patterson,6.349999746,12,4900,MIN@JAC,MIN,JAC,,
17202-34154,WR,J.J.,,Nelson,6.070000076,10,4900,ARI@MIA,ARI,MIA,,
17202-27134,WR,Dorial,,Green-Beckham,5.854545593,11,4900,WAS@PHI,PHI,WAS,Q,Ribs
17202-6704,WR,Percy,,Harvin,2.700000048,1,4900,PIT@BUF,BUF,PIT,O,Migraine
17202-22336,WR,Joshua,,Bellamy,3.388888889,9,4900,CHI@DET,CHI,DET,,
17202-26458,WR,Tavon,,Austin,8.109090632,11,4900,ATL@LA,LA,ATL,Q,Chest
17202-24671,WR,Adam,,Humphries,6.458333333,12,4800,NO@TB,TB,NO,Q,Concussion
17202-25760,WR,Allen,,Hurns,7.563636086,11,4800,MIN@JAC,JAC,MIN,Q,Hamstring
17202-21957,WR,Kendall,,Wright,7.733333164,9,4800,DEN@TEN,TEN,DEN,,
17202-27266,WR,Quincy,,Enunwa,9.275000254,12,4800,NYJ@SF,NYJ,SF,,
17202-29683,WR,Nelson,,Agholor,4.827272589,11,4800,WAS@PHI,PHI,WAS,,
17202-21952,WR,Michael,,Floyd,7.481818459,11,4700,ARI@MIA,ARI,MIA,,
17202-6627,WR,Ted,,Ginn Jr.,8.191666921,12,4700,SD@CAR,CAR,SD,,
17202-26251,WR,Robby,,Anderson,5.75,10,4700,NYJ@SF,NYJ,SF,,
17202-14288,WR,Torrey,,Smith,4.972727342,11,4700,NYJ@SF,SF,NYJ,,
17202-31836,WR,Terrance,,Williams,5.809091048,11,4600,DAL@NYG,DAL,NYG,,
17202-25813,WR,Phillip,,Dorsett,5.318181818,11,4600,HOU@IND,IND,HOU,,
17202-33137,WR,Justin,,Hardy,3.611111111,9,4600,ATL@LA,ATL,LA,,
17202-28080,WR,Devin,,Funchess,5.718181957,11,4600,SD@CAR,CAR,SD,,
17202-31241,WR,Sammie,,Coates,5.909090909,11,4600,PIT@BUF,PIT,BUF,,
17202-11999,WR,Victor,,Cruz,6.370000076,10,4600,DAL@NYG,NYG,DAL,,
17202-33552,WR,TJ,,Jones,6.400000095,1,4600,CHI@DET,DET,CHI,,
17202-28525,WR,Braxton,,Miller,2.339999962,10,4600,HOU@IND,HOU,IND,Q,Shoulder
17202-33703,WR,Ryan,,Grant,0.810000038,10,4600,WAS@PHI,WAS,PHI,,
17202-31748,WR,Levi,,Norwood,0,0,4500,PIT@BUF,PIT,BUF,,
17202-54280,WR,Duke,,Williams,0,0,4500,ATL@LA,LA,ATL,,
17202-24589,WR,Jaron,,Brown,5.03333346,6,4500,ARI@MIA,ARI,MIA,IR,Knee
17202-14358,WR,Dwayne,,Harris,0.483333349,12,4500,DAL@NYG,NYG,DAL,Q,Ankle
17202-14372,WR,Aldrick,,Robinson,3.211111069,9,4500,ATL@LA,ATL,LA,,
17202-24621,WR,Charone,,Peake,3.342857088,7,4500,NYJ@SF,NYJ,SF,,
17202-33840,WR,Keyarris,,Garrett,0,0,4500,SD@CAR,CAR,SD,,
17202-28735,WR,Daniel,,Anthrop,0,0,4500,HOU@IND,IND,HOU,,
17202-27771,WR,Cody,,Latimer,1.039999962,5,4500,DEN@TEN,DEN,TEN,,
17202-29821,WR,Jordan,,Payton,0.400000006,2,4500,CIN@CLE,CLE,CIN,,
17202-62600,WR,Joshua,,Stangby,0,0,4500,HOU@IND,IND,HOU,,
17202-25789,WR,Rashawn,,Scott,0,0,4500,ARI@MIA,MIA,ARI,,
17202-11457,WR,Arrelious,,Benn,2.512500048,8,4500,MIN@JAC,JAC,MIN,,
17202-62680,WR,Donteea,,Dye,2.470000076,10,4500,NO@TB,TB,NO,,
17202-34014,WR,Aaron,,Dobson,3.433333397,6,4500,CHI@DET,DET,CHI,,
17202-9442,WR,Brandon,,Tate,1.590909091,11,4500,PIT@BUF,BUF,PIT,,
17202-61666,WR,Jared,,Dangerfield,0,0,4500,NO@TB,NO,TB,,
17202-28907,WR,Alex,,Erickson,0.583333333,12,4500,CIN@CLE,CIN,CLE,,
17202-22767,WR,Brian,,Tyms,0,0,4500,HOU@IND,IND,HOU,,
17202-11504,WR,Andre,,Roberts,3.325000127,12,4500,CHI@DET,DET,CHI,,
17202-11522,WR,Marcus,,Easley,4.100000064,3,4500,PIT@BUF,BUF,PIT,NA,Kneecap
17202-34051,WR,Deshon,,Foxx,0,0,4500,SEA@GB,SEA,GB,,
17202-28933,WR,Jared,,Abbrederis,0.649999976,2,4500,SEA@GB,GB,SEA,,
17202-33037,WR,Kenbrell,,Thompkins,4.166666667,6,4500,NYJ@SF,NYJ,SF,,
17202-55577,WR,Hunter,,Sharp,0,0,4500,WAS@PHI,PHI,WAS,,
17202-53532,WR,Roger,,Lewis,3.600000109,7,4500,DAL@NYG,NYG,DAL,,
17202-24862,WR,Rashad,,Greene Sr.,0.462500006,8,4500,MIN@JAC,JAC,MIN,IR,Achilles
17202-25886,WR,Devin,,Street,1.25,2,4500,HOU@IND,IND,HOU,,
17202-45343,WR,Daniel,,Braverman,0,0,4500,CHI@DET,CHI,DET,,
17202-10531,WR,Jordan,,Norwood,2.816666603,12,4500,DEN@TEN,DEN,TEN,,
17202-30012,WR,Kevin,,Smith,1.933333397,3,4500,SEA@GB,SEA,GB,,
17202-27974,WR,Tevaun,,Smith,0,0,4500,HOU@IND,IND,HOU,,
17202-52560,WR,Geronimo,,Allison,2.825000048,4,4500,SEA@GB,GB,SEA,,
17202-32082,WR,Jordan,,Taylor,3.557142803,7,4500,DEN@TEN,DEN,TEN,,
17202-6488,WR,Dwayne,,Bowe,1.114285742,7,4500,CIN@CLE,CLE,CIN,,
17202-54621,WR,Walt,,Powell,3.028571538,7,4500,PIT@BUF,BUF,PIT,IR,Ankle
17202-54623,WR,Jeff,,Janis,2.377777735,9,4500,SEA@GB,GB,SEA,,
17202-11635,WR,Marc,,Mariani,0,12,4500,DEN@TEN,TEN,DEN,,
17202-54659,WR,Tony,,Washington,0.800000012,1,4500,MIN@JAC,JAC,MIN,,
